model_key,model,family,size,is_edge,architecture,architecture_display,item_id,type,n_judges,completude,fidelidade,rastreabilidade,quality,sql_match,retrieval_precision,retrieval_recall,type_predicted,match_type,match_agents,latency_total,latency_planner,latency_sql,latency_rag,latency_synthesizer,latency_verifier,latency_consolidator,input_tokens,output_tokens,total_tokens
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,full,Completa,NS2,NS,3,1.3333333333333333,2,1.6666666666666667,1.6666666666666667,False,1.0,1.0,NS,True,True,7.34,2.6338,,0.4921,2.2903,1.9052,0.0001,15053.0,799.0,15852.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,full,Completa,NS3,NS,3,1.6666666666666667,1.6666666666666667,2,1.777777777777778,False,0.5,0.5,NS,True,True,7.64,1.7957,,0.3807,3.0397,2.4154,0.0001,14872.0,1035.0,15907.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,full,Completa,NS4,NS,3,1,1.6666666666666667,1.6666666666666667,1.4444444444444446,False,0.5,1.0,NS,True,True,6.53,2.1214,,0.5281,2.364,1.5035,0.0001,16059.0,674.0,16733.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,full,Completa,NS5,NS,3,1.6666666666666667,1.3333333333333333,2,1.6666666666666667,False,1.0,1.0,NS,True,True,7.04,1.7282,,0.5095,2.7532,2.0327,0.0001,13781.0,973.0,14754.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,full,Completa,NS6,NS,3,1,1.6666666666666667,2,1.5555555555555556,True,0.0,0.0,NS,True,True,7.12,1.8694,,0.3699,3.1919,1.6772,,14680.0,687.0,15367.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,full,Completa,NS7,NS,3,1.3333333333333333,1.6666666666666667,2,1.6666666666666667,False,1.0,1.0,NS,True,True,7.45,2.1152,,0.4881,2.8457,1.9873,0.0001,16028.0,1043.0,17071.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,full,Completa,NS8,NS,3,2,1.3333333333333333,2,1.7777777777777777,False,1.0,1.0,NS,True,True,7.73,1.8575,,0.4544,3.11,2.2953,0.0001,15649.0,1213.0,16862.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,full,Completa,NS9,NS,3,2,1.6666666666666667,2,1.888888888888889,False,1.0,1.0,NS,True,True,7.05,1.7353,,0.3883,2.7912,2.1185,0.0001,14183.0,1128.0,15311.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,full,Completa,NS10,NS,3,1.6666666666666667,1.6666666666666667,2,1.777777777777778,False,1.0,1.0,NS,True,True,7.84,1.8391,,0.4293,3.7672,1.6956,,15215.0,988.0,16203.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,full,Completa,H1,H,3,2,1.6666666666666667,2,1.888888888888889,False,0.5,1.0,H,True,True,9.93,2.8404,1.4845,0.3693,3.6592,1.851,0.0001,25645.0,1241.0,26886.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,full,Completa,H2,H,3,1.3333333333333333,1,2,1.4444444444444444,True,1.0,1.0,H,True,True,8.86,1.904,1.5293,0.401,3.2381,2.1114,0.0001,16186.0,1443.0,17629.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,full,Completa,H3,H,3,1.3333333333333333,1.3333333333333333,2,1.5555555555555554,False,1.0,1.0,H,True,True,10.71,2.0097,1.1647,0.3772,3.0441,4.414,0.0001,17512.0,1218.0,18730.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,full,Completa,H4,H,3,1,1.3333333333333333,2,1.4444444444444444,False,1.0,1.0,H,True,True,9.8,3.1736,1.3775,0.5838,3.3685,1.7973,0.0001,18619.0,1349.0,19968.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,full,Completa,H5,H,3,1,1,2,1.3333333333333333,False,1.0,1.0,H,True,True,8.29,2.5638,1.0726,0.5473,2.7442,1.8296,0.0001,16068.0,1139.0,17207.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,full,Completa,H6,H,3,0.6666666666666666,1.3333333333333333,2,1.3333333333333333,False,1.0,1.0,H,True,True,7.9,1.9413,1.4356,0.3588,2.6936,1.7474,0.0001,19704.0,842.0,20546.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,full,Completa,H7,H,3,1.6666666666666667,2,2,1.888888888888889,True,1.0,1.0,H,True,True,7.81,2.4394,1.1124,0.3589,2.2419,1.9352,0.0001,16858.0,840.0,17698.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,full,Completa,H8,H,3,1.6666666666666667,1.3333333333333333,2,1.6666666666666667,True,0.5,1.0,H,True,True,9.35,1.9897,1.4572,0.5635,3.5646,2.2542,0.0001,18072.0,1131.0,19203.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,full,Completa,H9,H,3,0.6666666666666666,1,2,1.222222222222222,False,1.0,1.0,H,True,True,8.59,2.1361,1.3375,0.4773,3.2376,1.8104,0.0001,19485.0,1255.0,20740.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,full,Completa,H10,H,3,1.3333333333333333,1.6666666666666667,2,1.6666666666666667,False,0.5,1.0,H,True,True,21.25,2.5018,1.987,0.5036,4.4487,2.9533,0.0001,41601.0,3074.0,44675.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,S1,S,3,1,1.6666666666666667,2,1.5555555555555556,True,,,S,True,True,8.11,4.6022,1.9452,,,,1.4186,11415.0,334.0,11749.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,S2,S,3,0.6666666666666666,2,1.6666666666666667,1.4444444444444444,False,,,S,True,True,8.03,4.2942,1.6301,,,,2.017,11350.0,525.0,11875.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,S3,S,3,2,2,2,2.0,True,,,S,True,True,8.97,4.6509,1.7974,,,,2.3791,12254.0,679.0,12933.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,S4,S,3,1.3333333333333333,2,1.6666666666666667,1.6666666666666667,True,,,S,True,True,8.27,4.6041,1.7436,,,,1.7703,14100.0,337.0,14437.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,S5,S,3,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,False,,,S,True,True,5.02,2.0454,1.3181,,,,1.5723,11599.0,391.0,11990.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,S6,S,3,2,2,2,2.0,True,,,S,True,True,6.02,2.0197,1.6432,,,,2.2485,11056.0,409.0,11465.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,S7,S,3,1.6666666666666667,2,2,1.888888888888889,True,,,S,True,True,5.96,2.1131,1.4816,,,,2.2784,10867.0,479.0,11346.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,S8,S,3,2,2,2,2.0,True,,,H,False,True,6.96,1.9571,2.0662,0.9748,,,2.8126,14378.0,617.0,14995.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,S9,S,3,0.6666666666666666,2,2,1.5555555555555554,True,,,S,True,True,4.48,1.8643,1.1805,,,,1.3295,11158.0,280.0,11438.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,S10,S,3,2,2,2,2.0,True,,,S,True,True,5.1,1.9365,1.2353,,,,1.7911,11079.0,469.0,11548.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,NS1,NS,3,1.3333333333333333,2,2,1.7777777777777777,False,0.5,0.33,NS,True,True,6.53,3.7314,,0.5049,,,2.2678,11003.0,651.0,11654.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,NS2,NS,3,1.6666666666666667,2,2,1.888888888888889,False,1.0,1.0,NS,True,True,6.46,2.702,,0.3623,,,3.384,11168.0,668.0,11836.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,NS3,NS,3,2,2,1.6666666666666667,1.888888888888889,False,0.5,0.5,NS,True,True,7.01,3.5404,,0.4855,,,2.9819,10997.0,728.0,11725.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,NS4,NS,3,1,1.3333333333333333,2,1.4444444444444444,False,0.5,1.0,NS,True,True,6.25,4.3354,,0.3613,,,1.5477,11748.0,283.0,12031.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,NS5,NS,3,1.6666666666666667,1.6666666666666667,2,1.777777777777778,False,1.0,1.0,NS,True,True,7.62,4.0924,,0.3626,,,3.1615,10469.0,500.0,10969.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,NS6,NS,3,1.6666666666666667,1.6666666666666667,2,1.777777777777778,False,0.0,0.0,NS,True,True,4.53,2.0152,,0.4577,,,2.0464,11022.0,492.0,11514.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,NS7,NS,3,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.5555555555555556,False,1.0,1.0,NS,True,True,7.56,4.252,,0.6241,,,2.6768,11586.0,630.0,12216.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,NS8,NS,3,2,2,2,2.0,False,1.0,1.0,NS,True,True,6.9,3.5895,,0.5362,,,2.7692,11312.0,796.0,12108.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,NS9,NS,3,2,1.6666666666666667,1.6666666666666667,1.777777777777778,False,1.0,1.0,NS,True,True,4.89,1.9159,,0.5044,,,2.4611,10620.0,628.0,11248.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,NS10,NS,3,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,False,1.0,1.0,NS,True,True,5.39,1.6922,,0.4366,,,3.251,11171.0,749.0,11920.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,H1,H,3,2,2,2,2.0,False,0.5,1.0,H,True,True,7.94,2.855,1.6273,0.3706,,,3.3977,17124.0,1024.0,18148.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,H2,H,3,1.3333333333333333,1.3333333333333333,2,1.5555555555555554,True,1.0,1.0,H,True,True,5.92,1.9236,1.4308,0.3546,,,2.4442,12296.0,774.0,13070.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,H3,H,3,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,True,1.0,1.0,H,True,True,6.27,2.2057,1.3553,0.6102,,,2.6369,13075.0,701.0,13776.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,H4,H,3,1,1.6666666666666667,1.6666666666666667,1.4444444444444446,False,1.0,1.0,H,True,True,6.14,1.9413,1.2248,0.3622,,,2.8944,13830.0,860.0,14690.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,H5,H,3,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.5555555555555556,False,1.0,1.0,H,True,True,6.53,1.9608,1.6626,0.4571,,,2.8098,12538.0,715.0,13253.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,H6,H,3,0.3333333333333333,1.6666666666666667,2,1.3333333333333333,False,1.0,1.0,H,True,True,5.78,2.0622,1.5689,0.368,,,2.0736,15523.0,529.0,16052.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,H7,H,3,1.6666666666666667,2,2,1.888888888888889,True,1.0,1.0,H,True,True,5.16,1.6963,1.1319,0.4472,,,2.2315,12788.0,563.0,13351.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,H8,H,3,2,1.6666666666666667,2,1.888888888888889,True,0.5,1.0,H,True,True,6.28,2.2391,1.4669,0.7285,,,2.4756,13560.0,792.0,14352.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,H9,H,3,1,0.6666666666666666,1.3333333333333333,1.0,False,1.0,1.0,H,True,True,6.94,1.7683,1.6701,0.3763,,,3.4304,14184.0,825.0,15009.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-synthesizer,Sem Síntese,H10,H,3,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,False,0.5,1.0,H,True,True,6.83,2.1215,1.6581,0.5255,,,2.9763,13427.0,893.0,14320.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,S1,S,3,1,1,1.6666666666666667,1.2222222222222223,True,,,S,True,True,8.06,3.4386,1.7307,,2.6781,,0.0001,12078.0,406.0,12484.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,S2,S,3,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,False,,,S,True,True,7.15,3.1876,1.6446,,2.2036,,0.0001,12013.0,518.0,12531.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,S3,S,3,2,2,1.6666666666666667,1.888888888888889,True,,,S,True,True,8.58,3.2119,1.8377,,3.4416,,0.0001,12917.0,652.0,13569.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,S4,S,3,1,1.6666666666666667,1.6666666666666667,1.4444444444444446,True,,,S,True,True,7.5,3.8591,1.5251,,2.0508,,0.0001,14763.0,421.0,15184.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,S5,S,3,0.6666666666666666,1.3333333333333333,2,1.3333333333333333,False,,,S,True,True,5.7,2.1606,1.3437,,2.1194,,,12262.0,440.0,12702.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,S6,S,3,1.6666666666666667,2,1.6666666666666667,1.777777777777778,True,,,S,True,True,6.09,2.1396,1.2591,,2.6046,,0.0001,11719.0,398.0,12117.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,S7,S,3,2,2,2,2.0,True,,,S,True,True,5.02,1.7932,1.2021,,1.9649,,0.0001,11530.0,492.0,12022.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,S8,S,3,2,2,2,2.0,True,,,H,False,True,7.4,3.1742,1.4477,0.9519,2.6603,,0.0001,15041.0,734.0,15775.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,S9,S,3,1,1.6666666666666667,2,1.5555555555555556,True,,,S,True,True,6.42,1.9246,2.3363,,2.0889,,0.0001,11821.0,382.0,12203.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,S10,S,3,1.6666666666666667,2,2,1.888888888888889,True,,,S,True,True,5.89,1.7933,1.8586,,2.0866,,,11742.0,443.0,12185.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,NS1,NS,3,1.3333333333333333,1.6666666666666667,2,1.6666666666666667,False,0.5,0.33,NS,True,True,6.11,2.501,,0.8586,2.7385,,0.0001,11666.0,614.0,12280.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,NS2,NS,3,1.6666666666666667,1.6666666666666667,2,1.777777777777778,False,1.0,1.0,NS,True,True,5.16,1.7654,,0.5861,2.7969,,0.0001,11831.0,707.0,12538.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,NS3,NS,3,2,1.3333333333333333,2,1.7777777777777777,False,0.5,0.5,NS,True,True,6.32,2.0255,,0.5334,3.7542,,0.0001,11660.0,886.0,12546.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,NS4,NS,3,1,1.3333333333333333,1.6666666666666667,1.3333333333333333,False,0.5,1.0,NS,True,True,4.43,1.9436,,0.3577,2.1189,,0.0001,12411.0,500.0,12911.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,NS5,NS,3,1.6666666666666667,1.3333333333333333,2,1.6666666666666667,False,1.0,1.0,NS,True,True,4.84,1.6767,,0.3505,2.7988,,0.0001,11132.0,716.0,11848.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,NS6,NS,3,1,1.6666666666666667,2,1.5555555555555556,True,0.0,0.0,NS,True,True,4.26,1.587,,0.367,2.2923,,0.0001,11685.0,453.0,12138.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,NS7,NS,3,1.3333333333333333,1.3333333333333333,2,1.5555555555555554,False,1.0,1.0,NS,True,True,5.34,2.0446,,0.4713,2.809,,0.0001,12249.0,775.0,13024.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,NS8,NS,3,2,1.3333333333333333,2,1.7777777777777777,False,1.0,1.0,NS,True,True,5.42,1.7821,,0.4287,3.1972,,0.0001,11975.0,877.0,12852.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,NS9,NS,3,2,1.3333333333333333,2,1.7777777777777777,False,1.0,1.0,NS,True,True,5.29,1.946,,0.4977,2.837,,0.0001,11283.0,956.0,12239.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,NS10,NS,3,1.3333333333333333,1,2,1.4444444444444444,False,1.0,1.0,NS,True,True,7.04,3.5556,,0.3494,3.1253,,0.0001,11834.0,871.0,12705.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,H1,H,3,2,1.6666666666666667,2,1.888888888888889,False,0.5,1.0,H,True,True,8.17,3.1016,1.8534,0.4991,3.1544,,0.0001,17787.0,988.0,18775.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,H2,H,3,1.6666666666666667,1,2,1.5555555555555556,True,1.0,1.0,H,True,True,7.79,3.5711,1.2922,0.3703,2.8515,,0.0001,12959.0,1064.0,14023.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,H3,H,3,1.3333333333333333,1,2,1.4444444444444444,True,1.0,1.0,H,True,True,8.06,3.7036,1.0911,0.4397,3.1906,,0.0001,13738.0,824.0,14562.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,H4,H,3,1,1,2,1.3333333333333333,False,1.0,1.0,H,True,True,9.02,4.389,1.4643,0.4676,3.0918,,0.0001,14493.0,1038.0,15531.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,H5,H,3,1.3333333333333333,1.3333333333333333,2,1.5555555555555554,False,1.0,1.0,H,True,True,6.79,2.114,1.5639,0.6246,2.9956,,0.0001,13201.0,851.0,14052.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,H6,H,3,0.6666666666666666,1.6666666666666667,2,1.4444444444444446,False,1.0,1.0,H,True,True,6.63,2.1199,1.6027,0.3464,2.8254,,0.0001,16186.0,737.0,16923.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,H7,H,3,1.3333333333333333,2,2,1.7777777777777777,True,1.0,1.0,H,True,True,6.4,2.5962,1.4364,0.3457,2.2977,,,13451.0,645.0,14096.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,H8,H,3,2,1.6666666666666667,2,1.888888888888889,True,0.5,1.0,H,True,True,6.7,2.6265,1.1771,0.532,2.8376,,,14223.0,845.0,15068.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,H9,H,3,0.6666666666666666,1,1.6666666666666667,1.111111111111111,False,1.0,1.0,H,True,True,7.31,1.9669,1.2709,1.1555,3.9705,,,14847.0,1105.0,15952.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,no-verifier,Sem Verificação,H10,H,3,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.1111111111111112,False,0.5,1.0,H,True,True,6.85,2.3225,1.4993,0.3491,2.9721,,0.0001,14090.0,943.0,15033.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,poc,Simples,S1,S,3,1,2,1.6666666666666667,1.5555555555555556,True,,,S,True,True,6.06,2.9168,1.4029,,1.5697,,,10967.0,285.0,11252.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,poc,Simples,S2,S,3,0,1.3333333333333333,2,1.111111111111111,False,,,H,False,True,7.17,3.0601,1.5239,1.2314,2.4348,,,16401.0,612.0,17013.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,poc,Simples,S3,S,3,0.3333333333333333,2,1.6666666666666667,1.3333333333333333,False,,,S,True,True,5.71,2.8102,1.576,,1.2477,,,11583.0,265.0,11848.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,poc,Simples,S4,S,3,1,2,1.3333333333333333,1.4444444444444444,True,,,S,True,True,6.13,3.008,1.537,,1.4309,,,13650.0,261.0,13911.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,poc,Simples,S5,S,3,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,False,,,S,True,True,7.0,1.9253,3.4077,,1.5944,,,11133.0,304.0,11437.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,poc,Simples,S6,S,3,1.3333333333333333,2,1.3333333333333333,1.5555555555555554,True,,,S,True,True,5.39,1.882,1.33,,2.0652,,,10614.0,329.0,10943.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,poc,Simples,S7,S,3,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.1111111111111112,True,,,S,True,True,5.02,1.587,1.4149,,1.9111,,,11445.0,332.0,11777.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,poc,Simples,S8,S,3,0.6666666666666666,1,2,1.222222222222222,False,,,NS,False,False,4.29,2.2294,,0.45,1.6012,,,11604.0,258.0,11862.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,poc,Simples,S9,S,3,0.6666666666666666,2,1.6666666666666667,1.4444444444444444,True,,,S,True,True,4.55,1.5261,1.447,,1.5108,,,10714.0,221.0,10935.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,poc,Simples,S10,S,3,1.6666666666666667,2,1.3333333333333333,1.6666666666666667,True,,,S,True,True,5.41,1.8446,1.4113,,2.0969,,,10624.0,384.0,11008.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,poc,Simples,NS1,NS,3,1,1.6666666666666667,2,1.5555555555555556,False,0.0,0.0,NS,True,True,4.29,1.8662,,0.5198,1.895,,,10890.0,268.0,11158.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,poc,Simples,NS2,NS,3,1.3333333333333333,2,2,1.7777777777777777,False,1.0,1.0,NS,True,True,4.86,1.6775,,0.4746,2.7014,,,10728.0,546.0,11274.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,poc,Simples,NS3,NS,3,2,1.6666666666666667,2,1.888888888888889,False,0.5,0.5,NS,True,True,4.9,1.9163,,0.4817,2.4907,,,10551.0,643.0,11194.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,poc,Simples,NS4,NS,3,1,1.6666666666666667,1.6666666666666667,1.4444444444444446,False,0.5,1.0,NS,True,True,3.57,1.7005,,0.4968,1.3639,,,11308.0,228.0,11536.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,poc,Simples,NS5,NS,3,1,1.6666666666666667,1.6666666666666667,1.4444444444444446,False,1.0,1.0,NS,True,True,4.2,1.8358,,0.4204,1.9357,,,10024.0,390.0,10414.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,poc,Simples,NS6,NS,3,1,1.6666666666666667,1.3333333333333333,1.3333333333333333,False,0.0,0.0,NS,True,True,4.02,1.6668,,0.5412,1.8039,,,10581.0,258.0,10839.0
gemini-flash-lite,Gemini Flash-Lite,gemini,small,False,poc,Simples,NS7,NS,3,1,2,2,1.6666666666666667,False,1.0,1.0,NS,True,True,4.65,1.6602,,0.6444,2.3388,,,11349.0,548.0,11897.0
